sep=|
epoch|evaluation_0|error_0
301|11,17|3,22585501120481
302|11,17|3,38339255329572
303|11,17|3,41997553107647
304|11,17|3,56097592872859
305|11,17|3,11650047951352
306|11,17|3,1753039262911
307|11,17|3,41074166092631
308|11,17|3,60277532988918
309|11,17|3,38120411484422
310|11,17|2,88710449632968
311|11,17|3,37341324431109
312|11,17|3,44255608343012
313|11,17|3,2393440701004
314|11,17|2,89218352023372
315|11,17|3,24986650052816
316|11,17|3,68138932121462
317|11,17|3,68844085972468
318|11,17|3,13862766459785
319|11,17|3,42944921705524
320|11,17|3,32133571255424
321|11,17|3,051860216218
322|11,17|3,11291487566833
323|11,17|3,15371744207671
324|11,17|2,68517455284118
325|11,17|3,59084435696314
326|11,17|3,22659010382414
327|11,17|3,31620501438942
328|11,17|3,31992474802622
329|11,17|3,15254326526618
330|11,17|3,48820539922969
331|11,17|3,39822507992983
332|11,17|3,19006151212414
333|11,17|3,58253157625773
334|11,17|3,47980099624362
335|11,17|3,47679759788589
336|11,17|3,19261372391161
337|11,17|3,31100091746019
338|11,17|3,19809135478029
339|11,17|3,31764083742554
340|11,17|3,24613837719054
341|11,17|3,36606208187719
342|11,17|3,39634613883968
343|11,17|3,4132151891345
344|11,17|3,05527336189679
345|11,17|3,417475098206
346|11,17|3,0555646151189
347|11,17|3,43295112749883
348|11,17|3,31374791314079
349|11,17|3,48071450063864
350|11,17|3,34937751207399
351|11,17|2,96538086568446
352|11,17|3,1920899800796
353|11,17|3,2912455657615
354|11,17|3,45973246751936
355|11,17|3,18607377247861
356|11,17|3,56152242307024
357|11,17|3,2144387658856
358|11,17|3,64154473171817
359|11,17|3,48462126690913
360|11,17|3,22771818183138
361|11,17|3,12459307495942
362|11,17|3,6704516488193
363|11,17|3,22676942064268
364|11,17|3,67125098506615
365|11,17|3,48494644342291
366|11,17|3,25529710575155
367|11,17|3,26730889741144
368|11,17|3,16865711266603
369|11,17|3,25083040505741
370|11,17|3,68912804773553
371|11,17|3,13057438696878
372|11,17|3,62460034299221
373|11,17|3,33043047143406
374|11,17|3,42558197548265
375|11,17|3,21998180982916
376|11,17|3,42261107850381
377|11,17|3,18109995773317
378|11,17|3,33576190448793
379|11,17|3,0035528040693
380|11,17|2,83865202217078
381|11,17|3,28404145398217
382|11,17|3,56406557081249
383|11,17|3,58831002107071
384|11,17|3,27055932380986
385|11,17|3,36957197059083
386|11,17|2,92250023147212
387|11,17|3,57093096663887
388|11,17|3,47961914230028
389|11,17|3,32126485839706
390|11,17|3,34027956414657
391|11,17|3,29386437587642
392|11,17|3,4294906544674
393|11,17|3,18335595654667
394|11,17|3,00230120506627
395|11,17|3,36222159294556
396|11,17|3,28480561651735
397|11,17|3,43411163792738
398|11,17|3,04864420849373
399|11,17|2,98010632071731
400|11,17|3,2156306079594
401|11,17|3,04856019079871
402|11,17|3,21870013680107
403|11,17|3,02688514406558
404|11,17|3,53468266624009
405|11,17|3,32247152941365
406|11,17|3,309677461275
407|11,17|2,97920090370613
408|11,17|3,24016934316296
409|11,17|3,28363598343851
410|11,17|3,43101474162505
411|11,17|3,3081980861002
412|11,17|2,99168505063337
413|11,17|3,25804991424028
414|11,17|2,86885774177376
415|11,17|3,48520126309274
416|11,17|3,31366922814808
417|11,17|3,17377695583843
418|11,17|3,55905244151195
419|11,17|3,34392703808287
420|11,17|3,11095452887415
421|11,17|3,23962235085564
422|11,17|3,3814334867703
423|11,17|3,65927565934104
424|11,17|2,8435469580613
425|11,17|3,00231678468694
426|11,17|3,5139231096162
427|11,17|3,29165186086979
428|11,17|3,47259887670747
429|11,17|3,40879008005854
430|11,17|3,29698839680803
431|11,17|3,18763037871529
432|11,17|2,7889806253309
433|11,17|3,14290879020563
434|11,17|2,56201134842793
435|11,17|3,58258003134632
436|11,17|3,43522499453615
437|11,17|3,29274144823105
438|11,17|3,37717685368769
439|11,17|3,46308221109328
440|11,17|3,55867205339589
441|11,17|3,37032218543292
442|11,17|3,45997541754326
443|11,17|3,34080983347458
444|11,17|3,49756086154246
445|11,17|3,16312132890566
446|11,17|3,1665361249485
447|11,17|3,38066607493083
448|11,17|3,04811951327389
449|11,17|3,19725612899957
450|11,17|3,16154090113596
451|11,17|3,24483211634629
452|11,17|2,87875183871244
453|11,17|3,40244464830069
454|11,17|3,26926052947905
455|11,17|3,43627322840202
456|11,17|3,40605635140534
457|11,17|3,28465202531011
458|11,17|3,57094372375323
459|11,17|3,36719550591614
460|11,17|3,03918663969877
461|11,17|3,31965773775869
462|11,17|2,93008663683296
463|11,17|3,01862366291278
464|11,17|3,15854660656095
465|11,17|3,24297547998304
466|11,17|3,26689340109427
467|11,17|3,36490134161396
468|11,17|3,39493992331371
469|11,17|3,03015723389734
470|11,17|3,26746117090775
471|11,17|2,87451096871159
472|11,17|3,15344679429203
473|11,17|3,61005960133399
474|11,17|2,9914277185643
475|11,17|3,53967003404436
476|11,17|3,37994576302313
477|11,17|3,40440131788192
478|11,17|3,4479071916917
479|11,17|3,42513305858931
480|11,17|3,38505767380194
481|11,17|3,11721110361697
482|11,17|3,29082326898159
483|11,17|3,35082942030934
484|11,17|3,55291881657096
485|11,17|3,66189261486524
486|11,17|3,34878972948233
487|11,17|3,22450488666834
488|11,17|3,34794346701391
489|11,17|3,29847619576506
490|11,17|3,02057054334367
491|11,17|3,3724498406221
492|11,17|2,54857381578771
493|11,17|3,54720242383065
494|11,17|3,07287821344983
495|11,17|2,95386316929843
496|11,17|3,27742202089265
497|11,17|3,30272520079537
498|11,17|3,1098041133933
499|11,17|3,40901142629572
500|11,17|3,54758447857275
501|11,17|3,27885735656643
502|11,17|3,36087683568829
503|11,17|3,2837790792322
504|11,17|3,47469956092714
505|11,17|3,22733934374565
506|11,17|3,53746328496279
507|11,17|3,33536838042194
508|11,17|3,23217439676063
509|11,17|3,81586974605814
510|11,17|2,59898961149058
511|11,17|2,98871888891833
512|11,17|3,52907322183837
513|11,17|3,36553649760011
514|11,17|3,34349066471621
515|11,17|3,19451217675262
516|11,17|3,49426462888911
517|11,17|3,08087298861692
518|11,17|3,45119267596386
519|11,17|3,54625244540583
520|11,17|3,41312630114747
521|11,17|3,44634100123682
522|11,17|3,46744010449231
523|11,17|3,39724250841608
524|11,17|3,22528391680139
525|11,17|3,27567931815072
526|11,17|3,39104479824845
527|11,17|3,35364904707231
528|11,17|3,12067811545557
529|11,17|3,22347663219341
530|11,17|3,19652387476803
531|11,17|3,11129612380093
532|11,17|3,28596013772511
533|11,17|3,50048486250843
534|11,17|3,27983684637274
535|11,17|3,19943195939634
536|11,17|3,35354321517919
537|11,17|3,2470050779673
538|11,17|3,57124314169064
539|11,17|3,31669366356552
540|11,17|3,40562271430402
541|11,17|3,43837495712761
542|11,17|2,9355826281287
543|11,17|3,53114774919894
544|11,17|3,13988410775687
545|11,17|3,11142180644975
546|11,17|3,12622985324813
547|11,17|3,08753136908175
548|11,17|3,08330001978731
549|11,17|3,16508607251592
550|11,17|3,33081070688342
551|11,17|2,88653977903262
552|11,17|3,38180311048402
553|11,17|3,20387095781003
554|11,17|3,24521093431793
555|11,17|3,5135120171086
556|11,17|3,64538614527252
557|11,17|3,66896006805264
558|11,17|3,05493304577397
559|11,17|3,06129108582725
560|11,17|3,08231117327967
561|11,17|3,46472129843776
562|11,17|3,10364682340723
563|11,17|3,41902620795645
564|11,17|3,10492661548555
565|11,17|3,57836379322012
566|11,17|3,33799654896709
567|11,17|3,28928198510201
568|11,17|3,39249310550388
569|11,17|3,18679020234466
570|11,17|3,16785511245945
571|11,17|3,58714248912839
572|11,17|3,06124454900387
573|11,17|3,31163761228143
574|11,17|3,2662095961094
575|11,17|3,44930563067786
576|11,17|3,4045607659502
577|11,17|2,97167513445031
578|11,17|3,32116045929912
579|11,17|3,3749061400391
580|11,17|3,5135096928115
581|11,17|3,08978798662575
582|11,17|3,08056912437694
583|11,17|3,50802826440053
584|11,17|3,49706114221558
585|11,17|3,2357733449315
586|11,17|3,26191926988486
587|11,17|3,527283072103
588|11,17|3,45956707440323
589|11,17|3,42691029079035
590|11,17|3,24757505754731
591|11,17|3,15776443785417
592|11,17|3,44603837384967
593|11,17|3,50081231536809
594|11,17|3,44463252150235
595|11,17|3,72457304390764
596|11,17|3,30365839814197
597|11,17|3,22734599954362
598|11,17|3,4669342362658
599|11,17|3,30176913294903
600|11,17|3,38077661005724
601|11,17|3,26770616987347
602|11,17|3,13796861552916
603|11,17|3,59583024976137
604|11,17|2,60234415177566
605|11,17|3,14467813395412
606|11,17|3,2083196303495
607|11,17|3,45437040806831
608|11,17|3,5263354241801
609|11,17|2,93313182608941
610|11,17|3,34411081097018
611|11,17|3,44674902600931
612|11,17|3,2809423662408
613|11,17|3,36717151252646
614|11,17|3,41159814771114
615|11,17|3,0885221305455
616|11,17|3,14547004983222
617|11,17|3,29636403330048
618|11,17|3,08973021072138
619|11,17|3,05211793541711
620|11,17|3,47083140405865
621|11,17|3,50828543038279
622|11,17|3,27816180505539
623|11,17|3,31870511811179
624|11,17|3,7376105843583
625|11,17|3,3678008486424
626|11,17|3,14122730306681
627|11,17|3,59701601695605
628|11,17|3,47457282476407
629|11,17|3,37858257778936
630|11,17|3,31016335196934
631|11,17|3,25465099018138
632|11,17|3,03055313219294
633|11,17|3,0746989691463
634|11,17|3,14092973410175
635|11,17|3,39985689217051
636|11,17|3,4844637088115
637|11,17|3,1285056688026
638|11,17|3,58289585227639
639|11,17|2,86008824746148
640|11,17|3,52538942818701
641|11,17|3,11522569859692
642|11,17|3,36300291975785
643|11,17|3,45691449141715
644|11,17|3,69955060834847
645|11,17|3,42712679873119
646|11,17|3,07823131031729
647|11,17|3,58335648857849
648|11,17|3,42298490648927
649|11,17|3,14090214167331
650|11,17|3,15972989958961
651|11,17|3,30476025685642
652|11,17|3,24634024843739
653|11,17|2,8764664065689
654|11,17|3,3503270498936
655|11,17|3,4422633100354
656|11,17|3,42297539584155
657|11,17|3,53403012255042
658|11,17|3,42600947369124
659|11,17|3,66981910786073
660|11,17|3,41924559087611
661|11,17|3,43567352019507
662|11,17|3,33933259090313
663|11,17|2,92620997513471
664|11,17|3,43071801902663
665|11,17|2,96221179770689
666|11,17|3,15967351526558
667|11,17|3,58354752544735
668|11,17|3,32720689126939
669|11,17|3,69634880262177
670|11,17|3,17397094054303
671|11,17|3,27130952352611
672|11,17|3,13680035076808
673|11,17|3,43287334174041
674|11,17|3,25309828246077
675|11,17|3,27945413650219
676|11,17|3,03370444275203
677|11,17|3,14655922981521
678|11,17|3,52358098597189
679|11,17|3,34683271447448
680|11,17|3,46500857938818
681|11,17|3,44676502140558
682|11,17|3,03755896014978
683|11,17|3,41021751914115
684|11,17|3,63887209959548
685|11,17|3,02272653611269
686|11,17|3,19690108931035
687|11,17|3,77700367891406
688|11,17|3,06377962675156
689|11,17|3,3017892381433
690|11,17|3,1384650643815
691|11,17|3,63363572870638
692|11,17|3,13600381528913
693|11,17|3,21707616626313
694|11,17|3,11405686865002
695|11,17|3,60994114206363
696|11,17|3,29915394910583
697|11,17|3,20087699872774
698|11,17|3,223074669365
699|11,17|3,21333221211969
700|11,17|3,37855429263736
701|11,17|3,44798994896291
702|11,17|3,49599116011261
703|11,17|3,08471244233972
704|11,17|3,83231459744973
705|11,17|3,21417522366029
706|11,17|3,49920066256542
707|11,17|3,5895795584387
708|11,17|3,33529544764045
709|11,17|3,06680378639294
710|11,17|2,74150844444333
711|11,17|3,29991895788972
712|11,17|3,57769020138623
713|11,17|2,90225638472905
714|11,17|3,18564690281158
715|11,17|3,47376066275096
716|11,17|3,36237698468538
717|11,17|3,15303552351499
718|11,17|3,06007879736411
719|11,17|3,43590454385114
720|11,17|3,53250825781606
721|11,17|3,34648732574279
722|11,17|3,5054480341832
723|11,17|3,26427586009872
724|11,17|3,25348330099089
725|11,17|2,96458826840526
726|11,17|3,31718653801533
727|11,17|3,35003149653705
728|11,17|3,43199483108006
729|11,17|3,21581360052347
730|11,17|3,30207701236952
731|11,17|3,46035007987745
732|11,17|3,50320237671878
733|11,17|3,33345615201956
734|11,17|3,14194739986846
735|11,17|3,13277300278264
736|11,17|3,04702932964907
737|11,17|3,34051242288276
738|11,17|3,3768310372142
739|11,17|3,56463422821132
740|11,17|3,86853695428783
741|11,17|2,86695887151106
742|11,17|3,50434304092675
743|11,17|3,47729968970591
744|11,17|3,34116528786106
745|11,17|3,31925540945612
746|11,17|3,20259506680543
747|11,17|3,3977200766308
748|11,17|3,3207102085895
749|11,17|3,20955583758299
750|11,17|3,40227852302316
751|11,17|3,14508198733965
752|11,17|3,1363285615525
753|11,17|3,34077431658625
754|11,17|3,45111256522395
755|11,17|3,34939384010113
756|11,17|3,12743134724952
757|11,17|3,42955850797527
758|11,17|2,89344961596464
759|11,17|3,19941015856964
760|11,17|3,28043844952215
761|11,17|3,38604139712302
762|11,17|3,08926783449005
763|11,17|3,22645878606298
764|11,17|3,39860288356481
765|11,17|3,3058592520745
766|11,17|3,28952360958496
767|11,17|3,06908772497993
768|11,17|3,02595368287499
769|11,17|2,89845915665109
770|11,17|3,44075436694449
771|11,17|2,96517611912769
772|11,17|3,28454169691799
773|11,17|3,53062050185066
774|11,17|3,53793219301487
775|11,17|3,2734665299078
776|11,17|3,62819024385073
777|11,17|3,31627149122345
778|11,17|3,24490442921796
779|11,17|3,31688920096412
780|11,17|2,89615553433055
781|11,17|3,40652779381556
782|11,17|3,45623300660025
783|11,17|3,6021130189556
784|11,17|3,42053094942429
785|11,17|3,05779182609371
786|11,17|3,21127873701601
787|11,17|3,26633173837453
788|11,17|3,31235607578509
789|11,17|3,61571633294411
790|11,17|3,37101469189729
791|11,17|3,36307272318003
792|11,17|3,53972432940947
793|11,17|3,31360316481024
794|11,17|2,86531350277794
795|11,17|3,62726473819554
796|11,17|2,96187486522301
797|11,17|3,28731428064591
798|11,17|3,24818270730584
799|11,17|3,66741754516176
800|11,17|2,94076623692979
801|11,17|3,27000236375638
802|11,17|3,35663717484318
803|11,17|2,94487827662975
804|11,17|2,94453519474135
805|11,17|3,59881059873159
806|11,17|3,34805676772926
807|11,17|3,68067557641163
808|11,17|3,32569511602776
809|11,17|3,13470098271652
810|11,17|3,11668901420885
811|11,17|3,24831078738797
812|11,17|2,9652445214431
813|11,17|3,05335064988255
814|11,17|3,07451596194629
815|11,17|3,50398459500607
816|11,17|3,28405731896126
817|11,17|2,97299109879602
818|11,17|3,30661548226987
819|11,17|3,37249578637584
820|11,17|3,51727612545638
821|11,17|3,00646535365088
822|11,17|2,95318472056156
823|11,17|3,12234931301554
824|11,17|2,82060311663482
825|11,17|3,26105429431179
826|11,17|3,28392035396109
827|11,17|3,0834010585772
828|11,17|3,48823480396393
829|11,17|3,54946804106404
830|11,17|3,41167794086691
831|11,17|3,38224014784255
832|11,17|3,35116166466413
833|11,17|3,04715426393533
834|11,17|3,27045937451237
835|11,17|3,72782904982078
836|11,17|3,13068555228057
837|11,17|3,39621603449143
838|11,17|3,49291156306837
839|11,17|3,4764339487919
840|11,17|3,3035298806818
841|11,17|3,45258398324288
842|11,17|3,55164676606462
843|11,17|3,09799442642422
844|11,17|3,55335413000963
845|11,17|3,67907434415209
846|11,17|3,24118063944291
847|11,17|3,35108475895846
848|11,17|3,19063186269573
849|11,17|2,87359386888205
850|11,17|3,46849090772889
851|11,17|3,69919042386676
852|11,17|3,19308564018437
853|11,17|3,29714195025602
854|11,17|3,70858629397484
855|11,17|3,46300374445941
856|11,17|3,20789427437366
857|11,17|3,49529311585921
858|11,17|3,62636860493888
859|11,17|3,26064720641589
860|11,17|3,4578589953601
861|11,17|3,16872928192164
862|11,17|3,15632340280168
863|11,17|3,5918780383613
864|11,17|3,25001002267264
865|11,17|3,46931767057521
866|11,17|3,33619211572612
867|11,17|3,12241953899116
868|11,17|2,92683922326186
869|11,17|3,29823789782298
870|11,17|3,11262540155955
871|11,17|3,13108443010797
872|11,17|3,47002879517399
873|11,17|2,85104670637292
874|11,17|3,34014750363128
875|11,17|3,51528675008674
876|11,17|3,46946922057611
877|11,17|3,06316469874656
878|11,17|3,41426640892603
879|11,17|3,27949841225401
880|11,17|3,1354262606111
881|11,17|3,10350350368532
882|11,17|3,34729047531559
883|11,17|3,35285269779093
884|11,17|2,99058382424044
885|11,17|3,33417354627178
886|11,17|3,42560309302331
887|11,17|3,28341779631542
888|11,17|3,15880569755555
889|11,17|3,1448769900152
890|11,17|3,68628952940181
891|11,17|3,34147622341342
892|11,17|3,22380890871897
893|11,17|3,03129002780893
894|11,17|3,3654990827365
895|11,17|3,70426415656754
896|11,17|3,62779854878401
897|11,17|2,83768630796914
898|11,17|3,52815573936258
899|11,17|2,9559956561706
900|11,17|3,62353414203488
901|11,17|3,19262858318889
902|11,17|3,50473874976979
903|11,17|3,21756446994422
904|11,17|3,2677624240182
905|11,17|3,24142397627048
906|11,17|3,16075854828914
907|11,17|2,47897658159641
908|11,17|3,16908546516872
909|11,17|3,46637662480941
910|11,17|3,24700782283864
911|11,17|3,19885965224092
912|11,17|2,81159657307158
913|11,17|3,69578058544495
914|11,17|3,10302226019767
915|11,17|3,16440020853635
916|11,17|3,04575124358136
917|11,17|3,41358734368482
918|11,17|3,14412091133351
919|11,17|3,1871998988719
920|11,17|3,10764419268243
921|11,17|3,15207312835323
922|11,17|3,08668538424795
923|11,17|3,04414596374644
924|11,17|3,10622721658719
925|11,17|3,36576679539285
926|11,17|3,83331819052333
927|11,17|3,66307557295126
928|11,17|3,53122406606856
929|11,17|3,00995740741253
930|11,17|3,29478365626962
931|11,17|3,0747307742577
932|11,17|3,17812581253497
933|11,17|3,62348083586717
934|11,17|3,29269026568458
935|11,17|3,05472427915594
936|11,17|3,47655543938474
937|11,17|3,63797061274307
938|11,17|3,10626310942315
939|11,17|3,20985293445481
940|11,17|3,23695512073578
941|11,17|2,79290050340773
942|11,17|2,95100643077074
943|11,17|2,92254105498187
944|11,17|3,23204099680732
945|11,17|3,48642807624533
946|11,17|3,73817106959974
947|11,17|3,13806405289661
948|11,17|3,4748810524519
949|11,17|3,21313257411653
950|11,17|3,50933281073857
951|11,17|3,57810310518098
952|11,17|3,40784181544633
953|11,17|3,20082531207412
954|11,17|2,99776521962044
955|11,17|3,47251273294232
956|11,17|3,31495742659275
957|11,17|2,77256028661332
958|11,17|3,22085769491355
959|11,17|3,39784603718378
960|11,17|3,25238037929352
961|11,17|3,2166885403627
962|11,17|3,21421291452096
963|11,17|3,4925825658828
964|11,17|3,42361055611018
965|11,17|3,00918790981769
966|11,17|3,47514552900976
967|11,17|3,23759288103603
968|11,17|3,31425734806928
969|11,17|3,06002259958616
970|11,17|3,62051491041254
971|11,17|3,28985952678247
972|11,17|3,39177962376237
973|11,17|2,83205710582274
974|11,17|3,54196203680228
975|11,17|3,12738071784301
976|11,17|3,22883624570229
977|11,17|3,1949776213453
978|11,17|3,09292769561795
979|11,17|3,15851358691059
980|11,17|3,32476422295631
981|11,17|3,22818270622389
982|11,17|2,96425213174636
983|11,17|3,39887290832465
984|11,17|3,51554005782463
985|11,17|3,69818587371297
986|11,17|3,39707546918781
987|11,17|3,43747303730399
988|11,17|3,48803694753977
989|11,17|3,19564012100224
990|11,17|3,2897393052509
991|11,17|3,11284767727173
992|11,17|3,30706752014685
993|11,17|3,4874831310245
994|11,17|3,39068910739046
995|11,17|3,37189845425744
996|11,17|3,54656061332155
