sep=|
epoch|evaluation_0|error_0|evaluation_1|error_1|evaluation_2|error_2
0|16,75|0|6,73|0|8,7|0
1|13,63|4,52625933610202|6,57|6,4554398949936|11,17|7,16098079776217
2|11,66|3,85592119632033|7,06|5,034081061082|12,48|5,68818527838866
3|13,14|2,76239827610781|7,06|3,37940962969394|11,66|4,23403751860243
4|14,12|1,57315616775238|7,06|2,84147368885178|7,88|2,70337489679506
5|15,93|1,42878940318407|7,06|2,32936411381559|7,88|2,30368978373655
6|18,06|1,16059412546493|7,06|1,89799685324532|12,15|1,75983887666245
7|20,53|1,17339674266105|7,06|1,9740470993927|22,17|1,40872857651779
8|22,5|1,11301808477506|7,06|1,88948155767789|23,65|1,20474493787167
9|22,82|1,04861300337458|7,06|2,00618835757033|23,48|1,16492756442894
10|23,48|1,07949304283442|6,73|1,75862010790724|22,33|1,13130850550007
11|22,99|1,05473576474597|11,82|1,55794050878747|22,5|1,09115041640726
12|22,99|1,07750007292945|13,79|1,54019834846405|22,82|1,09049120554812
13|22,66|0,988018357725091|13,79|1,41622698921295|22,66|1,10777244581898
14|22,5|0,996261534422145|13,46|1,22048446046776|22,82|1,14559483677327
15|22|1,08711436800664|13,96|1,20569439714824|23,15|1,14341190002002
16|21,84|1,06338023769408|13,96|1,21375600367496|23,81|1,0751196654268
17|21,84|1,06008288514567|14,12|1,14621790536497|23,65|1,06101088370391
18|22,17|1,12258560223877|13,96|1,13941397621442|23,81|1,15451564689802
19|22,33|1,04441678271902|14,61|0,972094347428263|24,47|1,20085235517403
20|22,5|1,24127167088486|15,11|1,32073688796921|25,94|1,18034412476955
21|22,99|1,06259619788696|15,44|1,17761950160607|27,75|1,26122351697197
22|23,32|1,04959067305134|15,27|1,14946948962359|28,74|1,17233127694739
23|23,81|1,09021349830505|15,27|1,18862682846249|30,21|1,22302143039328
24|24,79|1,3209307920828|16,42|1,23297247370425|32,84|1,1301926524538
25|25,29|1,41717761142635|17,73|1,31909969696506|33,83|1,17551609506076
26|25,29|1,24875568033365|18,06|1,10283254306872|35,8|1,2708240172392
27|25,78|1,07152811694738|19,54|1,23900379571952|38,42|1,25004497165119
28|26,6|1,05231694478646|20,03|1,10431492834493|40,07|1,04250855431439
29|26,77|1,21798090355419|20,36|1,21605121103064|41,71|1,05267569482366
30|27,26|1,20136438979861|20,69|1,19811113279883|43,35|1,20897617054302
31|27,26|1,20664429738651|20,69|1,10650178466855|44,33|0,989405969925115
